,year,intent,police,sex,age,race
96923,2014,Homicide,0,Female,15to34,Hispanic
96990,2014,Homicide,0,Female,15to34,Hispanic
97108,2014,Homicide,0,Female,15to34,Hispanic
97124,2014,Homicide,0,Female,15to34,Hispanic
97241,2014,Homicide,0,Female,15to34,Hispanic
97380,2014,Homicide,0,Female,15to34,Hispanic
97410,2014,Homicide,0,Female,15to34,Hispanic
97492,2014,Homicide,0,Female,15to34,Hispanic
97519,2014,Homicide,0,Female,15to34,Hispanic
97537,2014,Homicide,0,Female,15to34,Hispanic
97579,2014,Homicide,0,Female,15to34,Hispanic
97641,2014,Homicide,0,Female,15to34,Hispanic
97642,2014,Homicide,0,Female,15to34,Hispanic
97644,2014,Homicide,0,Female,15to34,Hispanic
98158,2014,Homicide,0,Female,15to34,Hispanic
98450,2014,Homicide,0,Female,15to34,Hispanic
98805,2014,Homicide,0,Female,15to34,Hispanic
98862,2014,Homicide,0,Female,15to34,Hispanic
98993,2014,Homicide,0,Female,15to34,Hispanic
99266,2014,Homicide,0,Female,15to34,Hispanic
99269,2014,Homicide,0,Female,15to34,Hispanic
99760,2014,Homicide,0,Female,15to34,Hispanic
100493,2014,Homicide,0,Female,15to34,Hispanic
100588,2014,Homicide,0,Female,15to34,Hispanic
100593,2014,Homicide,0,Female,15to34,Hispanic
67340,2014,Homicide,0,Female,15to34,Native American/Native Alaskan
68916,2014,Homicide,0,Female,15to34,Native American/Native Alaskan
69390,2014,Homicide,0,Female,15to34,Native American/Native Alaskan
69914,2014,Homicide,0,Female,15to34,Native American/Native Alaskan
70438,2014,Homicide,0,Female,15to34,Native American/Native Alaskan
74529,2014,Homicide,0,Female,15to34,Native American/Native Alaskan
83111,2014,Homicide,0,Female,15to34,Native American/Native Alaskan
85700,2014,Homicide,0,Female,15to34,Native American/Native Alaskan
90822,2014,Homicide,0,Female,15to34,Native American/Native Alaskan
90870,2014,Homicide,0,Female,15to34,Native American/Native Alaskan
90899,2014,Homicide,0,Female,15to34,Native American/Native Alaskan
93769,2014,Homicide,0,Female,15to34,Native American/Native Alaskan
93771,2014,Homicide,0,Female,15to34,Native American/Native Alaskan
99494,2014,Homicide,0,Female,15to34,Native American/Native Alaskan
67268,2014,Homicide,0,Female,15to34,White
67270,2014,Homicide,0,Female,15to34,White
67309,2014,Homicide,0,Female,15to34,White
67329,2014,Homicide,0,Female,15to34,White
67347,2014,Homicide,0,Female,15to34,White
67450,2014,Homicide,0,Female,15to34,White
67491,2014,Homicide,0,Female,15to34,White
67674,2014,Homicide,0,Female,15to34,White
67851,2014,Homicide,0,Female,15to34,White
67871,2014,Homicide,0,Female,15to34,White
68075,2014,Homicide,0,Female,15to34,White
68103,2014,Homicide,0,Female,15to34,White
68161,2014,Homicide,0,Female,15to34,White
68203,2014,Homicide,0,Female,15to34,White
68215,2014,Homicide,0,Female,15to34,White
68370,2014,Homicide,0,Female,15to34,White
68493,2014,Homicide,0,Female,15to34,White
68524,2014,Homicide,0,Female,15to34,White
68794,2014,Homicide,0,Female,15to34,White
68965,2014,Homicide,0,Female,15to34,White
68991,2014,Homicide,0,Female,15to34,White
69183,2014,Homicide,0,Female,15to34,White
69260,2014,Homicide,0,Female,15to34,White
69282,2014,Homicide,0,Female,15to34,White
69416,2014,Homicide,0,Female,15to34,White
69451,2014,Homicide,0,Female,15to34,White
69661,2014,Homicide,0,Female,15to34,White
70435,2014,Homicide,1,Female,15to34,White
70510,2014,Homicide,0,Female,15to34,White
70653,2014,Homicide,0,Female,15to34,White
70698,2014,Homicide,0,Female,15to34,White
70859,2014,Homicide,0,Female,15to34,White
70921,2014,Homicide,0,Female,15to34,White
70976,2014,Homicide,0,Female,15to34,White
71198,2014,Homicide,0,Female,15to34,White
71334,2014,Homicide,0,Female,15to34,White
71357,2014,Homicide,1,Female,15to34,White
71815,2014,Homicide,0,Female,15to34,White
71951,2014,Homicide,0,Female,15to34,White
73020,2014,Homicide,0,Female,15to34,White
73039,2014,Homicide,0,Female,15to34,White
73043,2014,Homicide,0,Female,15to34,White
73047,2014,Homicide,0,Female,15to34,White
73094,2014,Homicide,0,Female,15to34,White
73095,2014,Homicide,0,Female,15to34,White
73247,2014,Homicide,0,Female,15to34,White
73253,2014,Homicide,0,Female,15to34,White
73616,2014,Homicide,0,Female,15to34,White
73717,2014,Homicide,0,Female,15to34,White
73759,2014,Homicide,0,Female,15to34,White
73782,2014,Homicide,0,Female,15to34,White
73886,2014,Homicide,0,Female,15to34,White
74210,2014,Homicide,0,Female,15to34,White
74317,2014,Homicide,0,Female,15to34,White
74495,2014,Homicide,0,Female,15to34,White
74822,2014,Homicide,0,Female,15to34,White
74879,2014,Homicide,0,Female,15to34,White
74897,2014,Homicide,0,Female,15to34,White
75063,2014,Homicide,0,Female,15to34,White
75169,2014,Homicide,0,Female,15to34,White
75195,2014,Homicide,0,Female,15to34,White
75305,2014,Homicide,0,Female,15to34,White
75334,2014,Homicide,0,Female,15to34,White
75413,2014,Homicide,0,Female,15to34,White
75428,2014,Homicide,0,Female,15to34,White
75741,2014,Homicide,0,Female,15to34,White
75864,2014,Homicide,0,Female,15to34,White
76115,2014,Homicide,0,Female,15to34,White
76121,2014,Homicide,0,Female,15to34,White
76163,2014,Homicide,0,Female,15to34,White
76207,2014,Homicide,0,Female,15to34,White
76237,2014,Homicide,0,Female,15to34,White
76247,2014,Homicide,0,Female,15to34,White
76588,2014,Homicide,0,Female,15to34,White
76732,2014,Homicide,0,Female,15to34,White
76975,2014,Homicide,0,Female,15to34,White
77215,2014,Homicide,0,Female,15to34,White
77231,2014,Homicide,0,Female,15to34,White
77247,2014,Homicide,0,Female,15to34,White
77462,2014,Homicide,0,Female,15to34,White
77526,2014,Homicide,0,Female,15to34,White
77529,2014,Homicide,0,Female,15to34,White
77796,2014,Homicide,0,Female,15to34,White
77812,2014,Homicide,0,Female,15to34,White
77825,2014,Homicide,0,Female,15to34,White
77850,2014,Homicide,0,Female,15to34,White
78080,2014,Homicide,0,Female,15to34,White
78158,2014,Homicide,0,Female,15to34,White
78289,2014,Homicide,0,Female,15to34,White
78302,2014,Homicide,0,Female,15to34,White
78967,2014,Homicide,0,Female,15to34,White
79017,2014,Homicide,0,Female,15to34,White
79050,2014,Homicide,0,Female,15to34,White
79138,2014,Homicide,0,Female,15to34,White
79206,2014,Homicide,0,Female,15to34,White
79533,2014,Homicide,0,Female,15to34,White
79716,2014,Homicide,0,Female,15to34,White
79873,2014,Homicide,0,Female,15to34,White
79897,2014,Homicide,0,Female,15to34,White
79928,2014,Homicide,0,Female,15to34,White
80050,2014,Homicide,0,Female,15to34,White
80133,2014,Homicide,0,Female,15to34,White
80206,2014,Homicide,0,Female,15to34,White
80290,2014,Homicide,0,Female,15to34,White
80355,2014,Homicide,1,Female,15to34,White
80455,2014,Homicide,0,Female,15to34,White
80576,2014,Homicide,0,Female,15to34,White
80627,2014,Homicide,0,Female,15to34,White
80725,2014,Homicide,0,Female,15to34,White
80783,2014,Homicide,0,Female,15to34,White
80933,2014,Homicide,0,Female,15to34,White
81054,2014,Homicide,0,Female,15to34,White
81058,2014,Homicide,0,Female,15to34,White
81078,2014,Homicide,0,Female,15to34,White
81155,2014,Homicide,0,Female,15to34,White
81197,2014,Homicide,0,Female,15to34,White
81265,2014,Homicide,0,Female,15to34,White
81285,2014,Homicide,0,Female,15to34,White
81292,2014,Homicide,0,Female,15to34,White
81467,2014,Homicide,0,Female,15to34,White
81479,2014,Homicide,0,Female,15to34,White
81732,2014,Homicide,0,Female,15to34,White
81955,2014,Homicide,0,Female,15to34,White
82008,2014,Homicide,0,Female,15to34,White
82383,2014,Homicide,0,Female,15to34,White
82515,2014,Homicide,0,Female,15to34,White
82997,2014,Homicide,0,Female,15to34,White
83057,2014,Homicide,0,Female,15to34,White
83101,2014,Homicide,0,Female,15to34,White
83138,2014,Homicide,0,Female,15to34,White
83185,2014,Homicide,0,Female,15to34,White
83455,2014,Homicide,0,Female,15to34,White
83681,2014,Homicide,0,Female,15to34,White
83713,2014,Homicide,0,Female,15to34,White
83736,2014,Homicide,0,Female,15to34,White
83980,2014,Homicide,0,Female,15to34,White
84063,2014,Homicide,0,Female,15to34,White
84126,2014,Homicide,0,Female,15to34,White
84537,2014,Homicide,0,Female,15to34,White
84570,2014,Homicide,0,Female,15to34,White
84606,2014,Homicide,0,Female,15to34,White
84891,2014,Homicide,0,Female,15to34,White
84964,2014,Homicide,0,Female,15to34,White
85156,2014,Homicide,0,Female,15to34,White
85407,2014,Homicide,0,Female,15to34,White
85861,2014,Homicide,0,Female,15to34,White
85875,2014,Homicide,0,Female,15to34,White
85974,2014,Homicide,0,Female,15to34,White
86143,2014,Homicide,0,Female,15to34,White
86324,2014,Homicide,0,Female,15to34,White
86383,2014,Homicide,0,Female,15to34,White
86397,2014,Homicide,0,Female,15to34,White
86423,2014,Homicide,0,Female,15to34,White
86492,2014,Homicide,0,Female,15to34,White
86651,2014,Homicide,0,Female,15to34,White
86736,2014,Homicide,0,Female,15to34,White
87125,2014,Homicide,0,Female,15to34,White
87276,2014,Homicide,0,Female,15to34,White
87300,2014,Homicide,0,Female,15to34,White
87743,2014,Homicide,0,Female,15to34,White
87861,2014,Homicide,1,Female,15to34,White
87993,2014,Homicide,0,Female,15to34,White
88354,2014,Homicide,0,Female,15to34,White
88550,2014,Homicide,0,Female,15to34,White
89011,2014,Homicide,0,Female,15to34,White
89013,2014,Homicide,0,Female,15to34,White
89106,2014,Homicide,0,Female,15to34,White
89217,2014,Homicide,0,Female,15to34,White
89256,2014,Homicide,0,Female,15to34,White
89326,2014,Homicide,0,Female,15to34,White
89396,2014,Homicide,0,Female,15to34,White
89417,2014,Homicide,0,Female,15to34,White
89492,2014,Homicide,0,Female,15to34,White
89552,2014,Homicide,0,Female,15to34,White
89560,2014,Homicide,0,Female,15to34,White
89601,2014,Homicide,0,Female,15to34,White
89602,2014,Homicide,0,Female,15to34,White
89758,2014,Homicide,0,Female,15to34,White
89771,2014,Homicide,0,Female,15to34,White
89989,2014,Homicide,0,Female,15to34,White
89996,2014,Homicide,0,Female,15to34,White
90154,2014,Homicide,0,Female,15to34,White
90189,2014,Homicide,0,Female,15to34,White
90438,2014,Homicide,0,Female,15to34,White
90509,2014,Homicide,0,Female,15to34,White
90712,2014,Homicide,0,Female,15to34,White
90727,2014,Homicide,0,Female,15to34,White
90761,2014,Homicide,0,Female,15to34,White
90816,2014,Homicide,0,Female,15to34,White
90827,2014,Homicide,0,Female,15to34,White
90853,2014,Homicide,0,Female,15to34,White
90854,2014,Homicide,0,Female,15to34,White
90889,2014,Homicide,0,Female,15to34,White
91107,2014,Homicide,0,Female,15to34,White
91174,2014,Homicide,1,Female,15to34,White
91385,2014,Homicide,0,Female,15to34,White
91418,2014,Homicide,0,Female,15to34,White
91432,2014,Homicide,1,Female,15to34,White
91504,2014,Homicide,0,Female,15to34,White
91563,2014,Homicide,0,Female,15to34,White
91802,2014,Homicide,0,Female,15to34,White
91878,2014,Homicide,0,Female,15to34,White
91945,2014,Homicide,0,Female,15to34,White
91964,2014,Homicide,0,Female,15to34,White
92058,2014,Homicide,0,Female,15to34,White
92138,2014,Homicide,0,Female,15to34,White
92141,2014,Homicide,0,Female,15to34,White
92323,2014,Homicide,0,Female,15to34,White
92352,2014,Homicide,0,Female,15to34,White
92373,2014,Homicide,0,Female,15to34,White
92453,2014,Homicide,0,Female,15to34,White
92496,2014,Homicide,0,Female,15to34,White
92584,2014,Homicide,0,Female,15to34,White
92662,2014,Homicide,0,Female,15to34,White
92713,2014,Homicide,0,Female,15to34,White
92750,2014,Homicide,0,Female,15to34,White
92876,2014,Homicide,0,Female,15to34,White
92914,2014,Homicide,0,Female,15to34,White
93024,2014,Homicide,0,Female,15to34,White
93046,2014,Homicide,0,Female,15to34,White
93147,2014,Homicide,0,Female,15to34,White
93576,2014,Homicide,0,Female,15to34,White
93583,2014,Homicide,0,Female,15to34,White
93609,2014,Homicide,0,Female,15to34,White
93740,2014,Homicide,0,Female,15to34,White
93801,2014,Homicide,0,Female,15to34,White
93812,2014,Homicide,0,Female,15to34,White
93891,2014,Homicide,0,Female,15to34,White
93995,2014,Homicide,0,Female,15to34,White
94024,2014,Homicide,0,Female,15to34,White
94277,2014,Homicide,0,Female,15to34,White
94681,2014,Homicide,0,Female,15to34,White
94845,2014,Homicide,0,Female,15to34,White
95008,2014,Homicide,0,Female,15to34,White
95013,2014,Homicide,0,Female,15to34,White
95180,2014,Homicide,0,Female,15to34,White
95331,2014,Homicide,0,Female,15to34,White
95348,2014,Homicide,0,Female,15to34,White
95644,2014,Homicide,0,Female,15to34,White
95741,2014,Homicide,0,Female,15to34,White
95834,2014,Homicide,0,Female,15to34,White
95939,2014,Homicide,0,Female,15to34,White
96133,2014,Homicide,0,Female,15to34,White
96152,2014,Homicide,1,Female,15to34,White
96259,2014,Homicide,0,Female,15to34,White
96283,2014,Homicide,0,Female,15to34,White
96348,2014,Homicide,0,Female,15to34,White
96446,2014,Homicide,0,Female,15to34,White
96742,2014,Homicide,0,Female,15to34,White
96809,2014,Homicide,0,Female,15to34,White
96986,2014,Homicide,0,Female,15to34,White
97319,2014,Homicide,0,Female,15to34,White
97426,2014,Homicide,0,Female,15to34,White
97714,2014,Homicide,0,Female,15to34,White
97870,2014,Homicide,0,Female,15to34,White
98023,2014,Homicide,0,Female,15to34,White
98047,2014,Homicide,0,Female,15to34,White
98453,2014,Homicide,0,Female,15to34,White
98810,2014,Homicide,0,Female,15to34,White
99154,2014,Homicide,0,Female,15to34,White
99174,2014,Homicide,0,Female,15to34,White
99213,2014,Homicide,0,Female,15to34,White
99215,2014,Homicide,0,Female,15to34,White
99333,2014,Homicide,0,Female,15to34,White
99496,2014,Homicide,0,Female,15to34,White
99842,2014,Homicide,1,Female,15to34,White
99875,2014,Homicide,0,Female,15to34,White
100047,2014,Homicide,0,Female,15to34,White
100110,2014,Homicide,0,Female,15to34,White
100130,2014,Homicide,0,Female,15to34,White
100178,2014,Homicide,0,Female,15to34,White
100296,2014,Homicide,0,Female,15to34,White
68755,2014,Homicide,0,Female,35to64,Asian/Pacific Islander
70175,2014,Homicide,0,Female,35to64,Asian/Pacific Islander
70960,2014,Homicide,0,Female,35to64,Asian/Pacific Islander
71375,2014,Homicide,0,Female,35to64,Asian/Pacific Islander
71877,2014,Homicide,0,Female,35to64,Asian/Pacific Islander
72104,2014,Homicide,0,Female,35to64,Asian/Pacific Islander
74225,2014,Homicide,0,Female,35to64,Asian/Pacific Islander
76579,2014,Homicide,0,Female,35to64,Asian/Pacific Islander
79967,2014,Homicide,0,Female,35to64,Asian/Pacific Islander
80863,2014,Homicide,0,Female,35to64,Asian/Pacific Islander
81250,2014,Homicide,0,Female,35to64,Asian/Pacific Islander
81763,2014,Homicide,0,Female,35to64,Asian/Pacific Islander
82172,2014,Homicide,0,Female,35to64,Asian/Pacific Islander
85924,2014,Homicide,0,Female,35to64,Asian/Pacific Islander
87556,2014,Homicide,0,Female,35to64,Asian/Pacific Islander
91510,2014,Homicide,0,Female,35to64,Asian/Pacific Islander
93850,2014,Homicide,0,Female,35to64,Asian/Pacific Islander
95120,2014,Homicide,0,Female,35to64,Asian/Pacific Islander
95521,2014,Homicide,0,Female,35to64,Asian/Pacific Islander
95785,2014,Homicide,0,Female,35to64,Asian/Pacific Islander
95978,2014,Homicide,0,Female,35to64,Asian/Pacific Islander
96411,2014,Homicide,0,Female,35to64,Asian/Pacific Islander
96845,2014,Homicide,0,Female,35to64,Asian/Pacific Islander
97116,2014,Homicide,0,Female,35to64,Asian/Pacific Islander
97250,2014,Homicide,0,Female,35to64,Asian/Pacific Islander
97423,2014,Homicide,0,Female,35to64,Asian/Pacific Islander
98077,2014,Homicide,0,Female,35to64,Asian/Pacific Islander
98163,2014,Homicide,0,Female,35to64,Asian/Pacific Islander
98823,2014,Homicide,0,Female,35to64,Asian/Pacific Islander
99638,2014,Homicide,0,Female,35to64,Asian/Pacific Islander
100720,2014,Homicide,0,Female,35to64,Asian/Pacific Islander
67351,2014,Homicide,0,Female,35to64,Black
67687,2014,Homicide,0,Female,35to64,Black
67734,2014,Homicide,0,Female,35to64,Black
67853,2014,Homicide,0,Female,35to64,Black
68074,2014,Homicide,0,Female,35to64,Black
68140,2014,Homicide,0,Female,35to64,Black
68157,2014,Homicide,0,Female,35to64,Black
68170,2014,Homicide,0,Female,35to64,Black
68213,2014,Homicide,0,Female,35to64,Black
68344,2014,Homicide,0,Female,35to64,Black
68378,2014,Homicide,0,Female,35to64,Black
68482,2014,Homicide,0,Female,35to64,Black
69295,2014,Homicide,0,Female,35to64,Black
69873,2014,Homicide,0,Female,35to64,Black
70185,2014,Homicide,0,Female,35to64,Black
70369,2014,Homicide,0,Female,35to64,Black
70613,2014,Homicide,0,Female,35to64,Black
70842,2014,Homicide,0,Female,35to64,Black
70916,2014,Homicide,0,Female,35to64,Black
70977,2014,Homicide,0,Female,35to64,Black
71152,2014,Homicide,0,Female,35to64,Black
71320,2014,Homicide,0,Female,35to64,Black
71558,2014,Homicide,0,Female,35to64,Black
72459,2014,Homicide,0,Female,35to64,Black
72493,2014,Homicide,0,Female,35to64,Black
73396,2014,Homicide,0,Female,35to64,Black
73501,2014,Homicide,0,Female,35to64,Black
73599,2014,Homicide,0,Female,35to64,Black
74240,2014,Homicide,0,Female,35to64,Black
74694,2014,Homicide,0,Female,35to64,Black
74765,2014,Homicide,0,Female,35to64,Black
74819,2014,Homicide,0,Female,35to64,Black
74914,2014,Homicide,0,Female,35to64,Black
75028,2014,Homicide,0,Female,35to64,Black
75087,2014,Homicide,0,Female,35to64,Black
75529,2014,Homicide,0,Female,35to64,Black
75689,2014,Homicide,0,Female,35to64,Black
75726,2014,Homicide,0,Female,35to64,Black
75953,2014,Homicide,0,Female,35to64,Black
76056,2014,Homicide,0,Female,35to64,Black
76082,2014,Homicide,0,Female,35to64,Black
76128,2014,Homicide,0,Female,35to64,Black
76198,2014,Homicide,0,Female,35to64,Black
76216,2014,Homicide,0,Female,35to64,Black
76326,2014,Homicide,0,Female,35to64,Black
76337,2014,Homicide,0,Female,35to64,Black
76376,2014,Homicide,0,Female,35to64,Black
76530,2014,Homicide,0,Female,35to64,Black
76580,2014,Homicide,0,Female,35to64,Black
76585,2014,Homicide,0,Female,35to64,Black
76687,2014,Homicide,0,Female,35to64,Black
76838,2014,Homicide,0,Female,35to64,Black
77043,2014,Homicide,0,Female,35to64,Black
77068,2014,Homicide,0,Female,35to64,Black
77096,2014,Homicide,0,Female,35to64,Black
77123,2014,Homicide,0,Female,35to64,Black
77177,2014,Homicide,0,Female,35to64,Black
77354,2014,Homicide,0,Female,35to64,Black
77942,2014,Homicide,0,Female,35to64,Black
77977,2014,Homicide,0,Female,35to64,Black
78016,2014,Homicide,0,Female,35to64,Black
78206,2014,Homicide,0,Female,35to64,Black
78248,2014,Homicide,0,Female,35to64,Black
78300,2014,Homicide,0,Female,35to64,Black
78334,2014,Homicide,0,Female,35to64,Black
78403,2014,Homicide,0,Female,35to64,Black
79229,2014,Homicide,0,Female,35to64,Black
79537,2014,Homicide,0,Female,35to64,Black
79797,2014,Homicide,0,Female,35to64,Black
79933,2014,Homicide,0,Female,35to64,Black
80610,2014,Homicide,0,Female,35to64,Black
80630,2014,Homicide,0,Female,35to64,Black
80802,2014,Homicide,0,Female,35to64,Black
80881,2014,Homicide,0,Female,35to64,Black
80939,2014,Homicide,0,Female,35to64,Black
81024,2014,Homicide,0,Female,35to64,Black
81028,2014,Homicide,0,Female,35to64,Black
81056,2014,Homicide,0,Female,35to64,Black
81165,2014,Homicide,0,Female,35to64,Black
81253,2014,Homicide,0,Female,35to64,Black
81466,2014,Homicide,0,Female,35to64,Black
81612,2014,Homicide,0,Female,35to64,Black
81681,2014,Homicide,0,Female,35to64,Black
82044,2014,Homicide,0,Female,35to64,Black
82141,2014,Homicide,1,Female,35to64,Black
82285,2014,Homicide,0,Female,35to64,Black
82301,2014,Homicide,0,Female,35to64,Black
82304,2014,Homicide,0,Female,35to64,Black
82343,2014,Homicide,0,Female,35to64,Black
82452,2014,Homicide,0,Female,35to64,Black
82724,2014,Homicide,0,Female,35to64,Black
82827,2014,Homicide,0,Female,35to64,Black
82901,2014,Homicide,0,Female,35to64,Black
82969,2014,Homicide,0,Female,35to64,Black
82978,2014,Homicide,0,Female,35to64,Black
83062,2014,Homicide,1,Female,35to64,Black
83121,2014,Homicide,0,Female,35to64,Black
83127,2014,Homicide,0,Female,35to64,Black
84651,2014,Homicide,0,Female,35to64,Black
84758,2014,Homicide,0,Female,35to64,Black
84765,2014,Homicide,0,Female,35to64,Black
84779,2014,Homicide,0,Female,35to64,Black
