state	county or district name	County vs district (or other)	data source (vaccine registry or reported by schools - REG or SCH)	# kindergarten students in county	# schools in county	# schools reporting	% schools reporting	% 2 dose MMR - all schools	% 2-dose MMR - public school	% 2-dose MMR - private schools	"% fully vaccinated (all vaccines), all schools"	% fully vaccinated - public schools	% fully vaccinated - private schools	% 1 dose MMR - all schools
ALABAMA	AUTAUGA	county	SCH	695				0.77						0.9252
ALABAMA	BALDWIN	county	SCH	2080				0.70						0.9197
ALABAMA	BARBOUR	county	SCH	294				0.72						0.9320
ALABAMA	BIBB	county	SCH	209				0.78						0.9665
ALABAMA	BLOUNT	county	SCH	594				0.81						0.9562
ALABAMA	BULLOCK	county	SCH	157				0.84						0.9490
ALABAMA	BUTLER	county	SCH	281				0.90						0.9858
ALABAMA	CALHOUN	county	SCH	1567				0.78						0.9483
ALABAMA	CHAMBERS	county	SCH	244				0.81						0.9631
ALABAMA	CHEROKEE	county	SCH	242				0.84						0.9669
ALABAMA	CHILTON	county	SCH	568				0.84						0.9595
ALABAMA	CHOCTAW	county	SCH	191				0.75						0.9215
ALABAMA	CLARKE	county	SCH	275				0.77						0.9527
ALABAMA	CLAY	county	SCH	132				0.89						0.9924
ALABAMA	CLEBURNE	county	SCH	141				0.80						0.9433
ALABAMA	COFFEE	county	SCH	668				0.66						0.8982
ALABAMA	COLBERT	county	SCH	685				0.81						0.9635
ALABAMA	CONECUH	county	SCH	134				0.91						0.9851
ALABAMA	COOSA	county	SCH	104				0.77						0.9615
ALABAMA	COVINGTON	county	SCH	471				0.86						0.9639
ALABAMA	CRENSHAW	county	SCH	142				0.87						0.9859
ALABAMA	CULLMAN	county	SCH	974				0.78						0.9394
ALABAMA	DALE	county	SCH	561				0.72						0.9251
ALABAMA	DALLAS	county	SCH	652				0.77						0.9601
ALABAMA	DEKALB	county	SCH	931				0.80						0.9506
ALABAMA	ELMORE	county	SCH	1117				0.80						0.9472
ALABAMA	ESCAMBIA	county	SCH	483				0.88						0.9731
ALABAMA	ETOWAH	county	SCH	1232				0.77						0.9472
ALABAMA	FAYETTE	county	SCH	195				0.79						0.9692
ALABAMA	FRANKLIN	county	SCH	488				0.77						0.9406
ALABAMA	GENEVA	county	SCH	283				0.72						0.9470
ALABAMA	GREENE	county	SCH	120				0.86						0.9750
ALABAMA	HALE	county	SCH	224				0.77						0.9554
ALABAMA	HENRY	county	SCH	152				0.68						0.9079
ALABAMA	HOUSTON	county	SCH	1227				0.68						0.9234
ALABAMA	JACKSON	county	SCH	624				0.76						0.9519
ALABAMA	JEFFERSON	county	SCH	9910				0.73						0.9312
ALABAMA	LAMAR	county	SCH	157				0.89						0.9682
ALABAMA	LAUDERDALE	county	SCH	1036				0.69						0.9459
ALABAMA	LAWRENCE	county	SCH	463				0.85						0.9676
ALABAMA	LEE	county	SCH	1148				0.64						0.8981
ALABAMA	LIMESTONE	county	SCH	934				0.73						0.9443
ALABAMA	LOWNDES	county	SCH	157				0.88						0.9618
ALABAMA	MACON	county	SCH	204				0.80						0.9608
ALABAMA	MADISON	county	SCH	3981				0.70						0.9292
ALABAMA	MARENGO	county	SCH	244				0.80						0.9795
ALABAMA	MARION	county	SCH	316				0.82						0.9715
ALABAMA	MARSHALL	county	SCH	1588				0.74						0.9408
ALABAMA	MOBILE	county	SCH	6350				0.81						0.9433
ALABAMA	MONROE	county	SCH	171				0.85						0.9708
ALABAMA	MONTGOMERY	county	SCH	3354				0.77						0.9329
ALABAMA	MORGAN	county	SCH	1547				0.77						0.9470
ALABAMA	PERRY	county	SCH	137				0.84						0.9416
ALABAMA	PICKENS	county	SCH	200				0.83						0.9550
ALABAMA	PIKE	county	SCH	395				0.76						0.9544
ALABAMA	RANDOLPH	county	SCH	258				0.80						0.9574
ALABAMA	RUSSELL	county	SCH	711				0.65						0.9184
ALABAMA	SHELBY	county	SCH	1719				0.71						0.9279
ALABAMA	ST.CLAIR	county	SCH	1025				0.74						0.9444
ALABAMA	SUMTER	county	SCH	144				0.80						0.9653
ALABAMA	TALLADEGA	county	SCH	886				0.83						0.9526
ALABAMA	TALLAPOOSA	county	SCH	417				0.80						0.9664
ALABAMA	TUSCALOOSA	county	SCH	2440				0.68						0.9410
ALABAMA	WALKER	county	SCH	892				0.81						0.9619
ALABAMA	WASHINGTON	county	SCH	171				0.87						0.9415
ALABAMA	WILCOX	county	SCH	146				0.90						0.9863
ALABAMA	WINSTON	county	SCH	122				0.84						0.9672
ALABAMA	UNKNOWN COUNTY	county	SCH	4711				0.50						0.7589
Arizona	Apache	county	SCH	997				0.963						
Arizona	Cochise	county	SCH	"1,577"				0.959						
Arizona	Coconino	county	SCH	"1,414"				0.941						
Arizona	Gila	county	SCH	694				0.947						
Arizona	Graham	county	SCH	605				0.909						
Arizona	Greenlee	county	SCH	175				0.943						
Arizona	La Paz	county	SCH	179				0.927						
Arizona	Maricopa	county	SCH	"54,292"				0.938						
Arizona	Mohave	county	SCH	"1,817"				0.915						
Arizona	Navajo	county	SCH	"1,239"				0.936						
Arizona	Pima	county	SCH	"11,704"				0.967						
Arizona	Pinal	county	SCH	"4,322"				0.935						
Arizona	Santa Cruz	county	SCH	769				0.980						
Arizona	Yavapai	county	SCH	"1,936"				0.877						
Arizona	Yuma	county	SCH	"2,802"				0.979						
Arkansas	Arkansas	county	SCH	245				0.98	0.98	1				
Arkansas	Ashley	county	SCH	304				0.99	0.99	0				
Arkansas	Baxter	county	SCH	413				0.97	0.97	0				
Arkansas	Benton	county	SCH	3381				0.97	0.97	0.979166667				
Arkansas	Boone	county	SCH	516				0.95	0.95	0				
Arkansas	Bradley	county	SCH	192				0.99	1	0				
Arkansas	Calhoun	county	SCH	42				0.95	0.95	0				
Arkansas	Carroll	county	SCH	318				0.97	0.97	0				
Arkansas	Chicot	county	SCH	163				0.97	0.97	0				
Arkansas	Clark	county	SCH	255				1.00	1	0				
Arkansas	Clay	county	SCH	183				0.99	0.99	0				
Arkansas	Cleburne	county	SCH	274				0.97	0.97	0				
Arkansas	Cleveland	county	SCH	116				0.99	0.99	0				
Arkansas	Columbia	county	SCH	323				0.99	0.99	1				
Arkansas	Conway	county	SCH	279				0.97	0.97	0.944444444				
Arkansas	Craighead	county	SCH	1617				0.96	0.96	0.826086957				
Arkansas	Crawford	county	SCH	801				0.96	0.96	0				
Arkansas	Crittenden	county	SCH	968				0.99	0.99	1				
Arkansas	Cross	county	SCH	283				0.98	0.98	0				
Arkansas	Dallas	county	SCH	82				1.00	1	0				
Arkansas	Desha	county	SCH	220				1.00	1	0				
Arkansas	Drew	county	SCH	252				1.00	1	0				
Arkansas	Faulkner	county	SCH	1605				0.97	0.97	0.955882353				
Arkansas	Franklin	county	SCH	274				0.98	0.98	0				
Arkansas	Fulton	county	SCH	131				0.95	0.95	0				
Arkansas	Garland	county	SCH	1281				0.97	0.97	1				
Arkansas	Grant	county	SCH	374				0.97	0.97	0				
Arkansas	Greene	county	SCH	595				0.95	0.95	0.96875				
Arkansas	Hempstead	county	SCH	318				0.99	0.99	1				
Arkansas	Hot Spring	county	SCH	471				0.99	0.99	0				
Arkansas	Howard	county	SCH	295				0.99	0.99	0				
Arkansas	Independence	county	SCH	494				0.95	0.95	0				
Arkansas	Izard	county	SCH	139				0.99	0.99	0				
Arkansas	Jackson	county	SCH	182				0.94	0.94	0				
Arkansas	Jefferson	county	SCH	991				0.98	0.99	0.965517241				
Arkansas	Johnson	county	SCH	422				0.97	0.97	0				
Arkansas	Lafayette	county	SCH	52				1.00	1	0				
Arkansas	Lawrence	county	SCH	216				0.97	0.97	0				
Arkansas	Lee	county	SCH	94				1.00	1	1				
Arkansas	Lincoln	county	SCH	125				1.00	1	0				
Arkansas	Little River	county	SCH	160				0.97	0.97	0				
Arkansas	Logan	county	SCH	274				0.96	0.96	0				
Arkansas	Lonoke	county	SCH	996				0.98	0.98	0				
Arkansas	Madison	county	SCH	166				0.98	0.98	0				
Arkansas	Marion	county	SCH	108				0.91	0.91	0				
Arkansas	Miller	county	SCH	556				0.98	0.98	0.909090909				
Arkansas	Mississippi	county	SCH	748				0.98	0.98	0				
Arkansas	Monroe	county	SCH	103				0.93	0.93	0				
Arkansas	Montgomery	county	SCH	104				0.96	0.96	0				
Arkansas	Nevada	county	SCH	117				0.94	0.94	0				
Arkansas	Newton	county	SCH	99				0.97	0.97	0				
Arkansas	Ouachita	county	SCH	366				0.99	0.99	0				
Arkansas	Perry	county	SCH	127				0.94	0.94	0				
Arkansas	Phillips	county	SCH	346				0.98	0.98	1				
Arkansas	Pike	county	SCH	169				0.98	0.99	0.875				
Arkansas	Poinsett	county	SCH	367				0.99	1	0				
Arkansas	Polk	county	SCH	315				0.96	0.96	0				
Arkansas	Pope	county	SCH	839				0.97	0.97	0				
Arkansas	Prairie	county	SCH	85				0.91	0.91	0				
Arkansas	Pulaski	county	SCH	5380				0.97	0.97	0.977324263				
Arkansas	Randolph	county	SCH	184				0.97	0.97	0				
Arkansas	Saline	county	SCH	1335				0.98	0.98	1				
Arkansas	Scott	county	SCH	105				0.89	0.89	0				
Arkansas	Searcy	county	SCH	127				0.98	0.98	0				
Arkansas	Sebastian	county	SCH	1836				0.97	0.98	0.944954128				
Arkansas	Sevier	county	SCH	318				0.97	0.97	0				
Arkansas	Sharp	county	SCH	228				0.94	0.94	0				
Arkansas	St. Francis	county	SCH	318				1.00	1	0				
Arkansas	Stone	county	SCH	138				0.99	0.99	0				
Arkansas	Union	county	SCH	630				0.98	0.98	0				
Arkansas	Van Buren	county	SCH	164				0.97	0.97	0				
Arkansas	Washington	county	SCH	3251				0.97	0.97	0.939759036				
Arkansas	White	county	SCH	1140				0.98	0.98	0.93220339				
Arkansas	Woodruff	county	SCH	99				1.00	1	0				
Arkansas	Yell	county	SCH	362				0.97	0.97	0				
California	ALAMEDA	county	SCH	"20,801"	340	300	0.882	0.91						
California	ALPINE	county	SCH	didnt respond	1	0	0	did not report						
California	AMADOR	county	SCH	268	8	8	1	0.94						
California	BUTTE	county	SCH	"2,735"	55	55	1	0.89						
California	CALAVERAS	county	SCH	408	16	11	0.688	0.83						
California	COLUSA	county	SCH	403	5	5	1	0.99						
California	CONTRA COSTA	county	SCH	"14,651"	218	211	0.968	0.96						
California	DEL NORTE	county	SCH	331	11	10	0.909	0.90						
California	EL DORADO	county	SCH	"2,195"	40	40	1	0.91						
California	FRESNO	county	SCH	"17,965"	228	226	0.991	0.96						
California	GLENN	county	SCH	312	12	10	0.833	0.97						
California	HUMBOLDT	county	SCH	"1,613"	60	54	0.9	0.79						
California	IMPERIAL	county	SCH	"3,110"	45	45	1	0.95						
California	INYO	county	SCH	243	9	6	0.667	0.97						
California	KERN	county	SCH	"16,098"	187	183	0.979	0.95						
California	KINGS	county	SCH	"2,722"	38	38	1	0.98						
California	LAKE	county	SCH	845	19	17	0.895	0.92						
California	LASSEN	county	SCH	358	16	15	0.938	0.86						
California	LOS ANGELES	county	SCH	"130,146"	"2,009"	"1,788"	0.89	0.90						
California	MADERA	county	SCH	"2,246"	44	33	0.75	0.95						
California	MARIN	county	SCH	"3,334"	71	71	1	0.88						
California	MARIPOSA	county	SCH	168	7	7	1	0.82						
California	MENDOCINO	county	SCH	"1,191"	37	31	0.838	0.83						
California	MERCED	county	SCH	"5,199"	72	63	0.875	0.97						
California	MODOC	county	SCH	111	5	5	1	0.95						
California	MONO	county	SCH	148	6	6	1	0.86						
California	MONTEREY	county	SCH	"6,984"	94	91	0.968	0.91						
California	NAPA	county	SCH	"1,921"	39	39	1	0.95						
California	NEVADA	county	SCH	854	25	25	1	0.74						
California	ORANGE	county	SCH	"42,076"	601	601	1	0.92						
California	PLACER	county	SCH	"5,524"	96	93	0.969	0.88						
California	PLUMAS	county	SCH	149	9	7	0.778	0.86						
California	RIVERSIDE	county	SCH	"34,377"	380	377	0.992	0.96						
California	SACRAMENTO	county	SCH	"19,527"	313	284	0.907	0.89						
California	SAN BENITO	county	SCH	897	23	21	0.913	0.97						
California	SAN BERNARDINO	county	SCH	"33,818"	432	430	0.995	0.95						
California	SAN DIEGO	county	SCH	"43,827"	609	609	1	0.94						
California	SAN FRANCISCO	county	SCH	"6,560"	149	146	0.98	0.90						
California	SAN JOAQUIN	county	SCH	"11,742"	183	181	0.989	0.96						
California	SAN LUIS OBISPO	county	SCH	"2,982"	61	61	1	0.89						
California	SAN MATEO	county	SCH	"9,343"	162	161	0.994	0.95						
California	SANTA BARBARA	county	SCH	"6,641"	100	99	0.99	0.95						
California	SANTA CLARA	county	SCH	"24,541"	373	353	0.946	0.95						
California	SANTA CRUZ	county	SCH	"3,680"	65	63	0.969	0.86						
California	SHASTA	county	SCH	"2,245"	64	55	0.859	0.87						
California	SIERRA	county	SCH	28	2	2	1	1.00						
California	SISKIYOU	county	SCH	510	29	29	1	0.85						
California	SOLANO	county	SCH	"5,273"	73	71	0.973	0.95						
California	SONOMA	county	SCH	"6,552"	128	128	1	0.91						
California	STANISLAUS	county	SCH	"8,921"	128	122	0.953	0.94						
California	SUTTER	county	SCH	"1,852"	33	32	0.97	0.92						
California	TEHAMA	county	SCH	987	24	24	1	0.95						
California	TRINITY	county	SCH	114	11	11	1	0.85						
California	TULARE	county	SCH	"9,315"	129	114	0.884	0.97						
California	TUOLUMNE	county	SCH	462	17	14	0.824	0.79						
California	VENTURA	county	SCH	"12,163"	192	192	1	0.92						
California	YOLO	county	SCH	"2,504"	42	40	0.952	0.94						
California	YUBA	county	SCH	"1,264"	25	25	1	0.96						
Connecticut	Fairfield	county	SCH					0.97						
Connecticut	Hartford	county	SCH					0.97						
Connecticut	Litchfield	county	SCH					0.98						
Connecticut	Middlesex	county	SCH					0.97						
Connecticut	New Haven	county	SCH					0.98						
Connecticut	New London	county	SCH					0.97						
Connecticut	Tolland	county	SCH					0.96						
Connecticut	Windham	county	SCH					0.97						
Florida	Alachua	county	SCH	2678	57						0.93			
Florida	Baker	county	SCH	392	3						0.96			
Florida	Bay	county	SCH	2502	33						0.96			
Florida	Bradford	county	SCH	342	11						0.98			
Florida	Brevard	county	SCH	5936	108						0.96			
Florida	Broward	county	SCH	"21,112"	214						0.94			
Florida	Calhoun	county	SCH	186	4						0.95			
Florida	Charlotte	county	SCH	1089	20						0.95			
Florida	Citrus	county	SCH	1146	20						0.96			
Florida	Clay	county	SCH	2547	47						0.96			
Florida	Collier	county	SCH	3510	57						0.95			
Florida	Columbia	county	SCH	987	25						0.94			
Florida	Dade	county	SCH	"31,156"	717						0.92			
Florida	DeSoto	county	SCH	444	5						0.80			
Florida	Dixie	county	SCH	233	8						0.97			
Florida	Duval	county	SCH	"12,524"	230						0.90			
Florida	Escambia	county	SCH	"4,202"	72						0.94			
Florida	Flagler	county	SCH	958	13						0.93			
Florida	Franklin	county	SCH	134	3						0.94			
Florida	Gadsden	county	SCH	541	14						1.00			
Florida	Gilchrist	county	SCH	242	5						0.96			
Florida	Glades	county	SCH	141	4						0.98			
Florida	Gulf	county	SCH	162	4						0.98			
Florida	Hamilton	county	SCH	175	9						0.98			
Florida	Hardee	county	SCH	456	6						0.99			
Florida	Hendry	county	SCH	602	10						0.95			
Florida	Hernando	county	SCH	1760	30						0.92			
Florida	Highlands	county	SCH	1116	18						0.96			
Florida	Hillsborough	county	SCH	"18,065"	254						0.92			
Florida	Holmes	county	SCH	280	4						0.99			
Florida	Indian River	county	SCH	1420	24						0.94			
Florida	Jackson	county	SCH	574	12						0.98			
Florida	Jefferson	county	SCH	96	2						0.98			
Florida	Lafayette	county	SCH	127	2						0.98			
Florida	Lake	county	SCH	3647	57						0.93			
Florida	Lee	county	SCH	6983	104						0.95			
Florida	Leon	county	SCH	3017	52						0.96			
Florida	Levy	county	SCH	478	9						0.93			
Florida	Liberty	county	SCH	110	2						1			
Florida	Madison	county	SCH	249	7						0.97			
Florida	Manatee	county	SCH	3753	59						0.96			
Florida	Marion	county	SCH	3437	56						0.96			
Florida	Martin	county	SCH	1488	24						0.9			
Florida	Monroe	county	SCH	709	19						0.96			
Florida	Nassau	county	SCH	881	14						0.97			
Florida	Okaloosa	county	SCH	2716	39						0.93			
Florida	Okeechobee	county	SCH	530	8						0.97			
Florida	Orange	county	SCH	"16,309"	265						0.95			
Florida	Osceola	county	SCH	4547	69						0.91			
Florida	Palm Beach	county	SCH	"15,021"	217						0.89			
Florida	Pasco	county	SCH	5223	79						0.95			
Florida	Pinellas	county	SCH	8592	177						0.91			
Florida	Polk	county	SCH	8172	122						0.96			
Florida	Putnam	county	SCH	942	19						0.96			
Florida	Santa Rosa	county	SCH	1824	20						0.95			
Florida	Sarasota	county	SCH	3284	58						0.92			
Florida	Seminole	county	SCH	5193	88						0.92			
Florida	St Johns	county	SCH	2665	40						0.92			
Florida	St Lucie	county	SCH	3005	48						0.94			
Florida	Sumter	county	SCH	708	7						0.95			
Florida	Suwannee	county	SCH	529	5						0.97			
Florida	Taylor	county	SCH	295	4						0.99			
Florida	Union	county	SCH	191	1						0.93			
Florida	Volusia	county	SCH	5216	97						0.95			
Florida	Wakulla	county	SCH	432	7						0.96			
Florida	Walton	county	SCH	729	17						0.97			
Florida	Washington	county	SCH	272	4						0.99			
Idaho	Boise	school district	SCH	1826				0.92						
Idaho	Boundary	school district	SCH	103				0.79						
Idaho	Meados Valley	school district	SCH	13				1.00						
Idaho	Butte	school district	SCH	39				0.85						
Idaho	Camas	school district	SCH	12				0.92						
Idaho	Council	school district	SCH	14				0.93						
Idaho	Nampa	school district	SCH	1161				0.91						
Idaho	Caldwell	school district	SCH	477				0.96						
Idaho	Wilder	school district	SCH	50				0.94						
Idaho	Middleton	school district	SCH	248				0.83						
Idaho	Notus	school district	SCH	20				1.00						
Idaho	Melba	school district	SCH	49				0.92						
Idaho	Parma	school district	SCH	80				0.90						
Idaho	Vallivue	school district	SCH	637				0.95						
Idaho	Grace	school district	SCH	26				1.00						
Idaho	North Gem	school district	SCH	9				0.89						
Idaho	Soda Springs	school district	SCH	62				0.92						
Idaho	Cassia	school district	SCH	417				0.79						
Idaho	Clark	school district	SCH	10				0.91						
Idaho	Orofino	school district	SCH	70				0.87						
Idaho	Challis	school district	SCH	21				0.91						
Idaho	Mackay	school district	SCH	13				0.62						
Idaho	Prairie	school district	SCH	1				1.00						
Idaho	Glenns Ferry	school district	SCH	39				1.00						
Idaho	Mountain Home	school district	SCH	309				0.94						
Idaho	West Ada	school district	SCH	2622				0.95						
Idaho	Preston	school district	SCH	172				0.87						
Idaho	West Side	school district	SCH	45				0.76						
Idaho	Marsh Valley	school district	SCH	91				0.88						
Idaho	Fremont	school district	SCH	154				0.83						
Idaho	Emmett	school district	SCH	176				0.92						
Idaho	Gooding	school district	SCH	99				0.76						
Idaho	Wendell	school district	SCH	98				0.84						
Idaho	Hagerman	school district	SCH	20				0.75						
Idaho	Bliss	school district	SCH	7				1.00						
Idaho	Cottonwood	school district	SCH	36				0.75						
Idaho	Salmon River	school district	SCH	8				0.38						
Idaho	Mountain View	school district	SCH	89				0.90						
