"","j","prior_mu","prior_sigma","prior_weight","log_C","grid","prior_d","post_d"
"1415","1",0,1,0.25,-393.858431564317,16.5882941470735,7.04981083475885e-61,3.82594870368887e-51
"1416","1",0,1,0.25,-393.858431564317,16.6283141570785,3.62674766345267e-61,2.00739933715562e-51
"1417","1",0,1,0.25,-393.858431564317,16.6683341670835,1.86278035599035e-61,1.05121356340639e-51
"1418","1",0,1,0.25,-393.858431564317,16.7083541770885,9.55235364317195e-62,5.49427854796261e-52
"1419","1",0,1,0.25,-393.858431564317,16.7483741870935,4.89061604916176e-62,2.86611044481345e-52
"1420","1",0,1,0.25,-393.858431564317,16.7883941970985,2.49989160726465e-62,1.49223662001369e-52
"1421","1",0,1,0.25,-393.858431564317,16.8284142071035,1.27580183291531e-62,7.75434253446547e-53
"1422","1",0,1,0.25,-393.858431564317,16.8684342171086,6.50054394314397e-63,4.02174729083409e-53
"1423","1",0,1,0.25,-393.858431564317,16.9084542271136,3.30689654616927e-63,2.0818386946086e-53
"1424","1",0,1,0.25,-393.858431564317,16.9484742371186,1.67956165929559e-63,1.07557789893587e-53
"1425","1",0,1,0.25,-393.858431564317,16.9884942471236,8.5167858851422e-64,5.54624628816887e-54
"1426","1",0,1,0.25,-393.858431564317,17.0285142571286,4.31181321765822e-64,2.85442682254778e-54
"1427","1",0,1,0.25,-393.858431564317,17.0685342671336,2.17945839714552e-64,1.46622679194508e-54
"1428","1",0,1,0.25,-393.858431564317,17.1085542771386,1.09987077047457e-64,7.51702260713358e-55
"1429","1",0,1,0.25,-393.858431564317,17.1485742871436,5.5416509986999e-65,3.84638740094085e-55
"1430","1",0,1,0.25,-393.858431564317,17.1885942971486,2.78766842204068e-65,1.9643670730597e-55
"1431","1",0,1,0.25,-393.858431564317,17.2286143071536,1.40006272484716e-65,1.00127809988336e-55
"1432","1",0,1,0.25,-393.858431564317,17.2686343171586,7.02034255972567e-66,5.09388612198549e-56
"1433","1",0,1,0.25,-393.858431564317,17.3086543271636,3.51458093336241e-66,2.58646248135409e-56
"1434","1",0,1,0.25,-393.858431564317,17.3486743371686,1.75668230449741e-66,1.31076719976776e-56
"1435","1",0,1,0.25,-393.858431564317,17.3886943471736,8.76632036534186e-67,6.6299060220815e-57
"1436","1",0,1,0.25,-393.858431564317,17.4287143571786,4.36763042558129e-67,3.34696829791932e-57
"1437","1",0,1,0.25,-393.858431564317,17.4687343671836,2.17259542617839e-67,1.68639085596797e-57
"1438","1",0,1,0.25,-393.858431564317,17.5087543771886,1.07898715000656e-67,8.48061380350157e-58
"1439","1",0,1,0.25,-393.858431564317,17.5487743871936,5.35005341023429e-68,4.25655977402216e-58
"1440","1",0,1,0.25,-393.858431564317,17.5887943971986,2.64852694842755e-68,2.13232099658311e-58
"1441","1",0,1,0.25,-393.858431564317,17.6288144072036,1.30904660338691e-68,1.06612670421829e-58
"1442","1",0,1,0.25,-393.858431564317,17.6688344172086,6.45966883156543e-69,5.32019371792199e-59
"1443","1",0,1,0.25,-393.858431564317,17.7088544272136,3.18251040619899e-69,2.64977166232825e-59
"1444","1",0,1,0.25,-393.858431564317,17.7488744372186,1.56543069297308e-69,1.31720033404414e-59
"1445","1",0,1,0.25,-393.858431564317,17.7888944472236,7.68780378536256e-70,6.53518044677216e-60
"1446","1",0,1,0.25,-393.858431564317,17.8289144572286,3.76942554602808e-70,3.23612807093418e-60
"1447","1",0,1,0.25,-393.858431564317,17.8689344672336,1.84523839261274e-70,1.59939663584687e-60
"1448","1",0,1,0.25,-393.858431564317,17.9089544772386,9.01849830760572e-71,7.88949147805879e-61
"1449","1",0,1,0.25,-393.858431564317,17.9489744872436,4.40068626249592e-71,3.88422335658735e-61
"1450","1",0,1,0.25,-393.858431564317,17.9889944972486,2.14393206874352e-71,1.90862991068013e-61
"1451","1",0,1,0.25,-393.858431564317,18.0290145072536,1.04281211210316e-71,9.36055494606956e-62
"1452","1",0,1,0.25,-393.858431564317,18.0690345172586,5.06413817101252e-72,4.58188099420764e-62
"1453","1",0,1,0.25,-393.858431564317,18.1090545272636,2.4553276794638e-72,2.23845488199242e-62
"1454","1",0,1,0.25,-393.858431564317,18.1490745372686,1.1885509578899e-72,1.09147856947109e-62
"1455","1",0,1,0.25,-393.858431564317,18.1890945472736,5.74421367379538e-73,5.311832892812e-63
"1456","1",0,1,0.25,-393.858431564317,18.2291145572786,2.77171007183304e-73,2.58009628559487e-63
"1457","1",0,1,0.25,-393.858431564317,18.2691345672836,1.33527109226144e-73,1.25080537110579e-63
"1458","1",0,1,0.25,-393.858431564317,18.3091545772886,6.42237303374745e-74,6.05209688057281e-64
"1459","1",0,1,0.25,-393.858431564317,18.3491745872936,3.08408288411382e-74,2.92270048276101e-64
"1460","1",0,1,0.25,-393.858431564317,18.3891945972986,1.47863502187632e-74,1.40872120756036e-64
"1461","1",0,1,0.25,-393.858431564317,18.4292146073036,7.07783394073178e-75,6.77685341154292e-65
"1462","1",0,1,0.25,-393.858431564317,18.4692346173087,3.38254967471063e-75,3.25381924803787e-65
"1463","1",0,1,0.25,-393.858431564317,18.5092546273137,1.61395875013315e-75,1.55926900291812e-65
"1464","1",0,1,0.25,-393.858431564317,18.5492746373187,7.68856183910426e-76,7.45780377878997e-66
"1465","1",0,1,0.25,-393.858431564317,18.5892946473237,3.65680857081542e-76,3.56010773699111e-66
"1466","1",0,1,0.25,-393.858431564317,18.6293146573287,1.73645596337077e-76,1.69620214014868e-66
"1467","1",0,1,0.25,-393.858431564317,18.6693346673337,8.23246239085772e-77,8.06592810113361e-67
"1468","1",0,1,0.25,-393.858431564317,18.7093546773387,3.89672869934217e-77,3.82818886678009e-67
"1469","1",0,1,0.25,-393.858431564317,18.7493746873437,1.84151397194098e-77,1.81340425941462e-67
"1470","1",0,1,0.25,-393.858431564317,18.7893946973487,8.688689948096e-78,8.57350034130926e-68
"1471","1",0,1,0.25,-393.858431564317,18.8294147073537,4.09296484974171e-78,4.04560955363065e-68
"1472","1",0,1,0.25,-393.858431564317,18.8694347173587,1.92497974190832e-78,1.90533795146509e-68
"1473","1",0,1,0.25,-393.858431564317,18.9094547273637,9.03896584530219e-79,8.95616985404462e-69
"1474","1",0,1,0.25,-393.858431564317,18.9494747373687,4.23755902680053e-79,4.20179512376767e-69
"1475","1",0,1,0.25,-393.858431564317,18.9894947473737,1.98343151506557e-79,1.96747702002837e-69
"1476","1",0,1,0.25,-393.858431564317,19.0295147573787,9.2687910492371e-80,9.19489354178373e-70
"1477","1",0,1,0.25,-393.858431564317,19.0695347673837,4.32447516588116e-80,4.2889005866914e-70
"1478","1",0,1,0.25,-393.858431564317,19.1095547773887,2.01441133506369e-80,1.99667549700606e-70
"1479","1",0,1,0.25,-393.858431564317,19.1495747873937,9.36844128090335e-81,9.27750565607479e-71
"1480","1",0,1,0.25,-393.858431564317,19.1895947973987,4.35001700869355e-81,4.30246350087643e-71
"1481","1",0,1,0.25,-393.858431564317,19.2296148074037,2.01659647856825e-81,1.99143156222045e-71
"1482","1",0,1,0.25,-393.858431564317,19.2696348174087,9.33364948346917e-82,9.19974518111393e-72
"1483","1",0,1,0.25,-393.858431564317,19.3096548274137,4.31308883884128e-82,4.24178281469015e-72
"1484","1",0,1,0.25,-393.858431564317,19.3496748374187,1.98989313320958e-82,1.95201554969492e-72
"1485","1",0,1,0.25,-393.858431564317,19.3896948474237,9.16590890058113e-83,8.96562002786891e-73
"1486","1",0,1,0.25,-393.858431564317,19.4297148574287,4.21527345005789e-83,4.10997891262379e-73
"1487","1",0,1,0.25,-393.858431564317,19.4697348674337,1.93544307813717e-83,1.88044685290805e-73
"1488","1",0,1,0.25,-393.858431564317,19.5097548774387,8.87236677051782e-84,8.58706470858136e-74
"1489","1",0,1,0.25,-393.858431564317,19.5497748874437,4.06071961683207e-84,3.91372770789155e-74
"1490","1",0,1,0.25,-393.858431564317,19.5897948974487,1.8555427043094e-84,1.78032247552989e-74
"1491","1",0,1,0.25,-393.858431564317,19.6298149074537,8.46531918102472e-85,8.08293219306096e-75
"1492","1",0,1,0.25,-393.858431564317,19.6698349174587,3.85585021466737e-85,3.66270032453751e-75
"1493","1",0,1,0.25,-393.858431564317,19.7098549274637,1.75348237716449e-85,1.65651749066918e-75
"1494","1",0,1,0.25,-393.858431564317,19.7498749374687,7.96135683075644e-86,7.47743849334474e-76
"1495","1",0,1,0.25,-393.858431564317,19.7898949474737,3.60891960175677e-86,3.36877383067151e-76
"1496","1",0,1,0.25,-393.858431564317,19.8299149574787,1.63332179781915e-86,1.51479212654196e-76
"1497","1",0,1,0.25,-393.858431564317,19.8699349674837,7.38024437539055e-87,6.79823854742549e-77
"1498","1",0,1,0.25,-393.858431564317,19.9099549774887,3.32946274941057e-87,3.04510262621499e-77
"1499","1",0,1,0.25,-393.858431564317,19.9499749874937,1.49962271998882e-87,1.36134950788582e-77
"1500","1",0,1,0.25,-393.858431564317,19.9899949974987,6.74363873062476e-88,6.07434579775737e-78
"1501","1",0,1,0.25,-393.858431564317,20.0300150075037,3.02768726700094e-88,2.70515123505778e-78
"1502","1",0,1,0.25,-393.858431564317,20.0700350175088,1.35716348411547e-88,1.20239109447363e-78
"1503","1",0,1,0.25,-393.858431564317,20.1100550275138,6.07376173274617e-89,5.33411177711419e-79
"1504","1",0,1,0.25,-393.858431564317,20.1500750375188,2.71386205912088e-89,2.36178647284454e-79
"1505","1",0,1,0.25,-393.858431564317,20.1900950475238,1.21066007723499e-89,1.04371350856996e-79
"1506","1",0,1,0.25,-393.858431564317,20.2301150575288,5.39213934306918e-90,4.60345742057679e-80
"1507","1",0,1,0.25,-393.858431564317,20.2701350675338,2.39775290272385e-90,2.02651165780459e-80
"1508","1",0,1,0.25,-393.858431564317,20.3101550775388,1.06451596130843e-90,8.90381708865978e-81
"1509","1",0,1,0.25,-393.858431564317,20.3501750875438,4.7185043878802e-91,3.90450063546174e-81
"1510","1",0,1,0.25,-393.858431564317,20.3901950975488,2.08814658521351e-91,1.70890101773163e-81
"1511","1",0,1,0.25,-393.858431564317,20.4302151075538,9.22618236893919e-92,7.46501111979149e-82
"1512","1",0,1,0.25,-393.858431564317,20.4702351175588,4.06993544512141e-92,3.25466390197246e-82
"1513","1",0,1,0.25,-393.858431564317,20.5102551275638,1.79249288356992e-92,1.41626319925342e-82
"1514","1",0,1,0.25,-393.858431564317,20.5502751375688,7.88191583314254e-93,6.1509744992086e-83
"1515","1",0,1,0.25,-393.858431564317,20.5902951475738,3.46027471439326e-93,2.66628158439281e-83
"1516","1",0,1,0.25,-393.858431564317,20.6303151575788,1.51667943771252e-93,1.15353354322765e-83
"1517","1",0,1,0.25,-393.858431564317,20.6703351675838,6.63714723648383e-94,4.98100030381162e-84
"1518","1",0,1,0.25,-393.858431564317,20.7103551775888,2.89983667747987e-94,2.14666874052134e-84
"1519","1",0,1,0.25,-393.858431564317,20.7503751875938,1.26494038587875e-94,9.23369696105809e-85
"1520","1",0,1,0.25,-393.858431564317,20.7903951975988,5.50897766969667e-95,3.96413395490787e-85
"1521","1",0,1,0.25,-393.858431564317,20.8304152076038,2.39539091932548e-95,1.6985688001438e-85
"1522","1",0,1,0.25,-393.858431564317,20.8704352176088,1.03988716806961e-95,7.26407096062305e-86
"1523","1",0,1,0.25,-393.858431564317,20.9104552276138,4.50713402888057e-96,3.10055275992968e-86
"1524","1",0,1,0.25,-393.858431564317,20.9504752376188,1.95037966414214e-96,1.32087063052344e-86
"1525","1",0,1,0.25,-393.858431564317,20.9904952476238,8.42640406505341e-97,5.61621273175325e-87
"1526","1",0,1,0.25,-393.858431564317,21.0305152576288,3.6347105766583e-97,2.38335602226984e-87
"1527","1",0,1,0.25,-393.858431564317,21.0705352676338,1.56531527114992e-97,1.00947692691146e-87
"1528","1",0,1,0.25,-393.858431564317,21.1105552776388,6.73035919933032e-98,4.26742575560722e-88
"1529","1",0,1,0.25,-393.858431564317,21.1505752876438,2.88920992116164e-98,1.80051875943637e-88
"1530","1",0,1,0.25,-393.858431564317,21.1905952976488,1.23829575834034e-98,7.58213346069975e-89
"1531","1",0,1,0.25,-393.858431564317,21.2306153076538,5.2987582593197e-99,3.18674485985947e-89
"1532","1",0,1,0.25,-393.858431564317,21.2706353176588,2.26374894638942e-99,1.33679636715897e-89
"1533","1",0,1,0.25,-393.858431564317,21.3106553276638,9.65576859828985e-100,5.59687117380995e-90
"1534","1",0,1,0.25,-393.858431564317,21.3506753376688,4.11196936890902e-100,2.33876967410304e-90
"1535","1",0,1,0.25,-393.858431564317,21.3906953476738,1.74830550799449e-100,9.75420063520723e-91
"1536","1",0,1,0.25,-393.858431564317,21.4307153576788,7.42145766184008e-101,4.06029885090199e-91
"1537","1",0,1,0.25,-393.858431564317,21.4707353676838,3.14532506665861e-101,1.68688858471706e-91
"1538","1",0,1,0.25,-393.858431564317,21.5107553776888,1.33090265474726e-101,6.99482542314544e-92
"1539","1",0,1,0.25,-393.858431564317,21.5507753876938,5.62252609926264e-102,2.89487249392135e-92
"1540","1",0,1,0.25,-393.858431564317,21.5907953976988,2.37148893272293e-102,1.19576015334131e-92
"1541","1",0,1,0.25,-393.858431564317,21.6308154077038,9.986542574336e-103,4.92970339869764e-93
"1542","1",0,1,0.25,-393.858431564317,21.6708354177089,4.19868841539306e-103,2.0284279072001e-93
"1543","1",0,1,0.25,-393.858431564317,21.7108554277139,1.7624490432163e-103,8.33029603940734e-94
"1544","1",0,1,0.25,-393.858431564317,21.7508754377189,7.38624867725205e-104,3.4144704928434e-94
"1545","1",0,1,0.25,-393.858431564317,21.7908954477239,3.09054957585793e-104,1.39684545987928e-94
"1546","1",0,1,0.25,-393.858431564317,21.8309154577289,1.29107638435085e-104,5.70342090837585e-95
"1547","1",0,1,0.25,-393.858431564317,21.8709354677339,5.38483739522984e-105,2.32425915694056e-95
"1548","1",0,1,0.25,-393.858431564317,21.9109554777389,2.24232047822419e-105,9.45356773950745e-96
"1549","1",0,1,0.25,-393.858431564317,21.9509754877439,9.32238868374295e-106,3.8376820528408e-96
"1550","1",0,1,0.25,-393.858431564317,21.9909954977489,3.86955623751708e-106,1.55490657785516e-96
"1551","1",0,1,0.25,-393.858431564317,22.0310155077539,1.60361294259882e-106,6.28784268644894e-97
"1552","1",0,1,0.25,-393.858431564317,22.0710355177589,6.63502213630157e-107,2.53782160354816e-97
"1553","1",0,1,0.25,-393.858431564317,22.1110555277639,2.74087754556924e-107,1.02230989912303e-97
"1554","1",0,1,0.25,-393.858431564317,22.1510755377689,1.1304238797245e-107,4.11022971038849e-98
"1555","1",0,1,0.25,-393.858431564317,22.1910955477739,4.65476164314225e-108,1.64934562373195e-98
"1556","1",0,1,0.25,-393.858431564317,22.2311155577789,1.91363014655392e-108,6.60570689198524e-99
"1557","1",0,1,0.25,-393.858431564317,22.2711355677839,7.85458049241886e-109,2.64051703075792e-99
"1558","1",0,1,0.25,-393.858431564317,22.3111555777889,3.21878833414426e-109,1.05346640785309e-99
"1559","1",0,1,0.25,-393.858431564317,22.3511755877939,1.31694087090931e-109,4.1948308562917e-100
"1560","1",0,1,0.25,-393.858431564317,22.3911955977989,5.37953288844923e-110,1.66713303721543e-100
"1561","1",0,1,0.25,-393.858431564317,22.4312156078039,2.19395285670043e-110,6.61284132605286e-101
"1562","1",0,1,0.25,-393.858431564317,22.4712356178089,8.93335204639939e-111,2.61799000748091e-101
"1563","1",0,1,0.25,-393.858431564317,22.5112556278139,3.63166717152058e-111,1.03445095280518e-101
"1564","1",0,1,0.25,-393.858431564317,22.5512756378189,1.4740155491973e-111,4.07956501296982e-102
"1565","1",0,1,0.25,-393.858431564317,22.5912956478239,5.97313764748625e-112,1.60575708427832e-102
"1566","1",0,1,0.25,-393.858431564317,22.6313156578289,2.41661470836962e-112,6.30823504595672e-103
"1567","1",0,1,0.25,-393.858431564317,22.6713356678339,9.76150406256757e-113,2.47342028022363e-103
"1568","1",0,1,0.25,-393.858431564317,22.7113556778389,3.93668347992375e-113,9.67943475254641e-104
"1569","1",0,1,0.25,-393.858431564317,22.7513756878439,1.5850708876758e-113,3.78062936421914e-104
"1570","1",0,1,0.25,-393.858431564317,22.7913956978489,6.37193467526382e-114,1.47380571192052e-104
"1571","1",0,1,0.25,-393.858431564317,22.8314157078539,2.55739830777425e-114,5.7342733487477e-105
"1572","1",0,1,0.25,-393.858431564317,22.8714357178589,1.02477817039335e-114,2.22678645236843e-105
"1573","1",0,1,0.25,-393.858431564317,22.9114557278639,4.09982945365717e-115,8.63059565362004e-106
"1574","1",0,1,0.25,-393.858431564317,22.9514757378689,1.63759366700776e-115,3.33860461627044e-106
"1575","1",0,1,0.25,-393.858431564317,22.9914957478739,6.53056779880522e-116,1.28899498242728e-106
"1576","1",0,1,0.25,-393.858431564317,23.0315157578789,2.60016057150538e-116,4.9670608511164e-107
"1577","1",0,1,0.25,-393.858431564317,23.0715357678839,1.03360315836033e-116,1.91033595271642e-107
"1578","1",0,1,0.25,-393.858431564317,23.1115557778889,4.10215362364843e-117,7.33300584875899e-108
"1579","1",0,1,0.25,-393.858431564317,23.1515757878939,1.62545311319088e-117,2.80941777299205e-108
"1580","1",0,1,0.25,-393.858431564317,23.1915957978989,6.43045059984533e-118,1.07426797755637e-108
"1581","1",0,1,0.25,-393.858431564317,23.2316158079039,2.53987766647732e-118,4.09987809738055e-109
"1582","1",0,1,0.25,-393.858431564317,23.271635817909,1.00158687716044e-118,1.56167718376659e-109
"1583","1",0,1,0.25,-393.858431564317,23.311655827914,3.94338232642849e-119,5.93708945778568e-110
"1584","1",0,1,0.25,-393.858431564317,23.351675837919,1.55007809489112e-119,2.2527755552142e-110
"1585","1",0,1,0.25,-393.858431564317,23.391695847924,6.08334862581136e-120,8.53147771086657e-111
"1586","1",0,1,0.25,-393.858431564317,23.431715857929,2.38361585773901e-120,3.22472435659249e-111
"1587","1",0,1,0.25,-393.858431564317,23.471735867934,9.32468693251773e-121,1.21653031514002e-111
"1588","1",0,1,0.25,-393.858431564317,23.511755877939,3.64197270648322e-121,4.58052515657401e-112
"1589","1",0,1,0.25,-393.858431564317,23.551775887944,1.42018050695081e-121,1.72135167809974e-112
"1590","1",0,1,0.25,-393.858431564317,23.591795897949,5.52910504907966e-122,6.45633323973582e-113
"1591","1",0,1,0.25,-393.858431564317,23.631815907954,2.14916900549919e-122,2.41693106592928e-113
"1592","1",0,1,0.25,-393.858431564317,23.671835917959,8.34047393651659e-123,9.03035000324089e-114
"1593","1",0,1,0.25,-393.858431564317,23.711855927964,3.23158306703958e-123,3.36749449762028e-114
"1594","1",0,1,0.25,-393.858431564317,23.751875937969,1.2500988381746e-123,1.25334662848195e-114
"1595","1",0,1,0.25,-393.858431564317,23.791895947974,4.82811729870489e-124,4.65583401522369e-115
"1596","1",0,1,0.25,-393.858431564317,23.831915957979,1.86172575712267e-124,1.72617876159387e-115
"1597","1",0,1,0.25,-393.858431564317,23.871935967984,7.16734047122916e-125,6.38757534086657e-116
"1598","1",0,1,0.25,-393.858431564317,23.911955977989,2.75489338853379e-125,2.35911052340165e-116
"1599","1",0,1,0.25,-393.858431564317,23.951975987994,1.05719716943805e-125,8.69605993456653e-117
"1600","1",0,1,0.25,-393.858431564317,23.991995997999,4.05052782604509e-126,3.19932782835106e-117
"1601","1",0,1,0.25,-393.858431564317,24.032016008004,1.54942900558023e-126,1.17478108247362e-117
"1602","1",0,1,0.25,-393.858431564317,24.072036018009,5.91747152785039e-127,4.30543587824577e-118
"1603","1",0,1,0.25,-393.858431564317,24.112056028014,2.25634292533673e-127,1.57485032965724e-118
"1604","1",0,1,0.25,-393.858431564317,24.152076038019,8.58970932714473e-128,5.74941189957579e-119
"1605","1",0,1,0.25,-393.858431564317,24.192096048024,3.26479760531641e-128,2.09493010479701e-119
"1606","1",0,1,0.25,-393.858431564317,24.232116058029,1.23890638778486e-128,7.61864306342785e-120
"1607","1",0,1,0.25,-393.858431564317,24.272136068034,4.69380620291426e-129,2.76533461857997e-120
"1608","1",0,1,0.25,-393.858431564317,24.312156078039,1.77548190448258e-129,1.0017969993021e-120
"1609","1",0,1,0.25,-393.858431564317,24.352176088044,6.70520066847392e-130,3.62221090667825e-121
"1610","1",0,1,0.25,-393.858431564317,24.392196098049,2.52820183573392e-130,1.30716289500545e-121
"1611","1",0,1,0.25,-393.858431564317,24.432216108054,9.51735214120502e-131,4.70812145829318e-122
"1612","1",0,1,0.25,-393.858431564317,24.472236118059,3.57704964811009e-131,1.69249569368909e-122
"1613","1",0,1,0.25,-393.858431564317,24.512256128064,1.34226489206264e-131,6.07252698167347e-123
"1614","1",0,1,0.25,-393.858431564317,24.552276138069,5.02870231626328e-132,2.17456953418275e-123
"1615","1",0,1,0.25,-393.858431564317,24.592296148074,1.88095349172477e-132,7.77211305727962e-124
"1616","1",0,1,0.25,-393.858431564317,24.632316158079,7.02432537951429e-133,2.77247017278862e-124
"1617","1",0,1,0.25,-393.858431564317,24.672336168084,2.61900071761606e-133,9.87089693579109e-125
"1618","1",0,1,0.25,-393.858431564317,24.712356178089,9.74924641866842e-134,3.5075858766116e-125
"1619","1",0,1,0.25,-393.858431564317,24.752376188094,3.62335520771578e-134,1.24400454597732e-125
"1620","1",0,1,0.25,-393.858431564317,24.792396198099,1.34448266885162e-134,4.40349573736963e-126
"1621","1",0,1,0.25,-393.858431564317,24.832416208104,4.98085545669496e-135,1.55573330864488e-126
"1622","1",0,1,0.25,-393.858431564317,24.8724362181091,1.84228621599714e-135,5.4857331260847e-127
"1623","1",0,1,0.25,-393.858431564317,24.9124562281141,6.80322289560112e-136,1.93061713477293e-127
"1624","1",0,1,0.25,-393.858431564317,24.9524762381191,2.50828413303442e-136,6.78140356680109e-128
"1625","1",0,1,0.25,-393.858431564317,24.9924962481241,9.23300764438794e-137,2.37741488108051e-128
"1626","1",0,1,0.25,-393.858431564317,25.0325162581291,3.39323620998112e-137,8.31863970193738e-129
"1627","1",0,1,0.25,-393.858431564317,25.0725362681341,1.24505754350427e-137,2.90510345146415e-129
"1628","1",0,1,0.25,-393.858431564317,25.1125562781391,4.56109574046842e-138,1.01258814662655e-129
"1629","1",0,1,0.25,-393.858431564317,25.1525762881441,1.6682202415519e-138,3.52262184532827e-130
"1630","1",0,1,0.25,-393.858431564317,25.1925962981491,6.09174924124726e-139,1.22309771725877e-130
"1631","1",0,1,0.25,-393.858431564317,25.2326163081541,2.22093108520224e-139,4.23855900081128e-131
"1632","1",0,1,0.25,-393.858431564317,25.2726363181591,8.08411682639718e-140,1.46601108721558e-131
"1633","1",0,1,0.25,-393.858431564317,25.3126563281641,2.93788311204877e-140,5.06078887905218e-132
"1634","1",0,1,0.25,-393.858431564317,25.3526763381691,1.06595992580405e-140,1.74365728270752e-132
"1635","1",0,1,0.25,-393.858431564317,25.3926963481741,3.86146121004434e-141,5.99606009939943e-133
"1636","1",0,1,0.25,-393.858431564317,25.4327163581791,1.39658350587539e-141,2.05794027489907e-133
"1637","1",0,1,0.25,-393.858431564317,25.4727363681841,5.04297219978827e-142,7.04955162362028e-134
"1638","1",0,1,0.25,-393.858431564317,25.5127563781891,1.81807030301995e-142,2.41019489324445e-134
"1639","1",0,1,0.25,-393.858431564317,25.5527763881941,6.54393844165841e-143,8.22441025077032e-135
"1640","1",0,1,0.25,-393.858431564317,25.5927963981991,2.35164721486766e-143,2.80103996596953e-135
"1641","1",0,1,0.25,-393.858431564317,25.6328164082041,8.43741810087906e-144,9.52128971749005e-136
"1642","1",0,1,0.25,-393.858431564317,25.6728364182091,3.02239625860672e-144,3.23023552390414e-136
"1643","1",0,1,0.25,-393.858431564317,25.7128564282141,1.08093024565034e-144,1.09379146558406e-136
"1644","1",0,1,0.25,-393.858431564317,25.7528764382191,3.85965395248082e-145,3.6965518632199e-137
"1645","1",0,1,0.25,-393.858431564317,25.7928964482241,1.37595268982567e-145,1.24686951810068e-137
"1646","1",0,1,0.25,-393.858431564317,25.8329164582291,4.89737170758973e-146,4.19765886968536e-138
"1647","1",0,1,0.25,-393.858431564317,25.8729364682341,1.74031181167997e-146,1.4104419117976e-138
"1648","1",0,1,0.25,-393.858431564317,25.9129564782391,6.17441051847803e-147,4.73004415836197e-139
"1649","1",0,1,0.25,-393.858431564317,25.9529764882441,2.18709862619033e-147,1.58320485307861e-139
"1650","1",0,1,0.25,-393.858431564317,25.9929964982491,7.73473907882107e-148,5.28896819570662e-140
"1651","1",0,1,0.25,-393.858431564317,26.0330165082541,2.73103585254858e-148,1.76346450750098e-140
"1652","1",0,1,0.25,-393.858431564317,26.0730365182591,9.62750091426712e-149,5.86846359456619e-141
"1653","1",0,1,0.25,-393.858431564317,26.1130565282641,3.38847408876582e-149,1.94914446530986e-141
"1654","1",0,1,0.25,-393.858431564317,26.1530765382691,1.19069136168318e-149,6.46138419635713e-142
"1655","1",0,1,0.25,-393.858431564317,26.1930965482741,4.17732889648542e-150,2.13780959529481e-142
"1656","1",0,1,0.25,-393.858431564317,26.2331165582791,1.46319622155159e-150,7.05950741536578e-143
"1657","1",0,1,0.25,-393.858431564317,26.2731365682841,5.1169468408812e-151,2.32670698883697e-143
"1658","1",0,1,0.25,-393.858431564317,26.3131565782891,1.78658495658786e-151,7.65369070495956e-144
"1659","1",0,1,0.25,-393.858431564317,26.3531765882941,6.22788914888395e-152,2.51282380891785e-144
"1660","1",0,1,0.25,-393.858431564317,26.3931965982991,2.16751698022472e-152,8.23408004992157e-145
"1661","1",0,1,0.25,-393.858431564317,26.4332166083041,7.53162305788564e-153,2.69296089081422e-145
"1662","1",0,1,0.25,-393.858431564317,26.4732366183092,2.61287767227235e-153,8.79036527086008e-146
"1663","1",0,1,0.25,-393.858431564317,26.5132566283142,9.05011322294459e-154,2.86381995366087e-146
"1664","1",0,1,0.25,-393.858431564317,26.5532766383192,3.12963277167448e-154,9.31207385426085e-147
"1665","1",0,1,0.25,-393.858431564317,26.5932966483242,1.08053087900175e-154,3.02210134420966e-147
"1666","1",0,1,0.25,-393.858431564317,26.6333166583292,3.72464955963481e-155,9.78889221904616e-148
"1667","1",0,1,0.25,-393.858431564317,26.6733366683342,1.28185259286458e-155,3.1646084170512e-148
"1668","1",0,1,0.25,-393.858431564317,26.7133566783392,4.40448553659205e-156,1.02110010191733e-148
"1669","1",0,1,0.25,-393.858431564317,26.7533766883442,1.51097306871553e-156,3.28835402658473e-149
"1670","1",0,1,0.25,-393.858431564317,26.7933966983492,5.17514702464043e-157,1.05694094607016e-149
"1671","1",0,1,0.25,-393.858431564317,26.8334167083542,1.76967328494299e-157,3.39066422237911e-150
"1672","1",0,1,0.25,-393.858431564317,26.8734367183592,6.04182206005618e-158,1.08562728394553e-150
"1673","1",0,1,0.25,-393.858431564317,26.9134567283642,2.05943078176967e-158,3.46927414277468e-151
"1674","1",0,1,0.25,-393.858431564317,26.9534767383692,7.00859399739523e-159,1.10651776828397e-151
"1675","1",0,1,0.25,-393.858431564317,26.9934967483742,2.38132701256549e-159,3.52241131317294e-152
"1676","1",0,1,0.25,-393.858431564317,27.0335167583792,8.07814432216742e-160,1.11913800386464e-152
"1677","1",0,1,0.25,-393.858431564317,27.0735367683842,2.73595286338623e-160,3.54886207366186e-153
"1678","1",0,1,0.25,-393.858431564317,27.1135567783892,9.25145513800971e-161,1.12319845519069e-153
"1679","1",0,1,0.25,-393.858431564317,27.1535767883942,3.12331593530507e-161,3.54801766012122e-154
"1680","1",0,1,0.25,-393.858431564317,27.1935967983992,1.05275235166001e-161,1.11860548907286e-154
"1681","1",0,1,0.25,-393.858431564317,27.2336168084042,3.5427536724513e-162,3.51989749562042e-155
"1682","1",0,1,0.25,-393.858431564317,27.2736368184092,1.19031012282564e-162,1.10546496401375e-155
"1683","1",0,1,0.25,-393.858431564317,27.3136568284142,3.99285675990174e-163,3.46514844771187e-156
